Human,SARS-CoV2,Score
Q9H173,P0DTC4,1.561
Q96N16,P0DTC4,1.554
Q9Y312,P0DTC4,0.144
Q92615,P0DTC4,0.219
Q9Y5J9,P0DTC4,0.526
O00124,P0DTC4,0.387
P11310,P0DTC4,1.326
Q5T6F2,P0DTC4,1.363
Q6PML9,P0DTC4,2.729
Q99988,P0DTC4,1.66
Q15370,P0DTC4,1.937
P55085,P0DTC4,1.958
P61106,P0DTC4,3.126
Q9BQT8,P0DTC4,3.039
Q86UT6,P0DTC4,1.124
P05556,P0DTC4,1.877
Q13283,P0DTC4,0.547
Q92900,P0DTC4,0.26
Q96CN9,P0DTC4,2.126
Q9BV73,P0DTC4,2.075
Q99996,P0DTC4,1.658
Q13438,P0DTC4,1.747
P31323,P0DTC4,1.369
O00116,P0DTC4,0.428
Q13546,P0DTC4,1.599
Q9BQQ3,P0DTC4,0.559
Q4KMQ2,P0DTC4,0.642
Q8NCA5,P0DTC4,0.007
P61586,P0DTC4,1.591
Q5EBL8,P0DTC4,2.137
P37198,P0DTC4,1.546
Q13868,P0DTC4,0.231
O75964,P0DTC4,0.521
Q04724,P0DTC4,1.735
Q8N0X7,P0DTC4,1.974
Q9H6F5,P0DTC4,0.251
P82663,P0DTC4,0.536
Q9NV92,P0DTC4,3.555
Q96CW5,P0DTC4,0.965
Q9Y2I6,P0DTC4,0.165
Q96CW1,P0DTC4,2.927
Q2PZI1,P0DTC4,2.87
Q9GZU3,P0DTC4,2.428
Q9UHD2,P0DTC4,2.664
O75506,P0DTC4,1.537
Q9NU22,P0DTC4,1.473
Q7Z5G4,P0DTC4,0.641
Q8IWF2,P0DTC4,2.435
Q8TD10,P0DTC4,1.926
Q96HR9,P0DTC4,1.689
P52948,P0DTC4,0.367
Q8TD19,P0DTC4,1.773
P67870,P0DTC4,1.631
Q969X5,P0DTC4,0.738
P61962,P0DTC4,0.321
Q99519,P0DTC4,0.496
Q3KQU3,P0DTC4,0.138
Q9NYU1,P0DTC4,2.949
Q8TEQ8,P0DTC4,2.857
Q9UJC3,P0DTC4,2.005
Q96D53,P0DTC4,1.858
Q96IV0,P0DTC4,0.102
P09601,P0DTC4,1.847
Q96A26,P0DTC4,2.044
P61006,P0DTC4,1.607
P82675,P0DTC4,0.574
Q9H2P9,P0DTC4,0.127
P51149,P0DTC3,0.744
P51148,P0DTC3,0.435
P09601,P0DTC3,0.685
P62330,P0DTC3,0.385
Q9BQT8,P0DTC3,1.756
Q96MM7,P0DTC3,2.008
P78406,P0DTC3,0.394
Q8IZ52,P0DTC3,1.656
O43818,P0DTC3,0.403
Q8IV08,P0DTC3,1.855
Q9UL15,P0DTC3,0.182
Q9P2E5,P0DTC3,1.743
Q9NQC3,P0DTC3,0.437
Q8IWA5,P0DTC3,0.408
Q9H8W4,P0DTC3,0.26
P27105,P0DTC3,1.482
P11940,P0DTC3,0.213
Q9BQS8,P0DTC3,0.275
Q9BW92,P0DTC3,0.019
Q9HAV7,P0DTC3,0.539
O75347,P0DTC3,0.228
Q99720,P0DTC3,0.355
P13861,P0DTC3,0.215
Q4KMQ2,P0DTC3,0.385
P09884,P0DTC3,0.404
P61916,P0DTC3,0.489
Q9H2H8,P0DTC3,0.086
Q5JRX3,P0DTC3,0.435
Q6PKG0,P0DTC3,0.204
Q9Y4L1,P0DTC3,1.08
Q9Y375,P0DTC3,0.51
Q4G0J3,P0DTC3,0.317
Q8IUD2,P0DTC3,0.44
Q6UW63,P0DTC3,1.587
Q9UDR5,P0DTC3,0.295
Q15818,P0DTC3,0.028
Q8NEJ9,P0DTC3,0.395
Q8WUY8,P0DTC3,1.222
Q99959,P0DTC3,0.181
Q9Y5J6,P0DTC3,0.633
Q9Y5J7,P0DTC3,0.596
Q9NY61,P0DTC3,0.324
Q8N766,P0DTC3,0.37
Q12770,P0DTC3,0.682
Q9NXA8,P0DTC3,0.395
Q96B26,P0DTC3,0.326
P48556,P0DTC3,0.224
P28300,P0DTC3,0.036
Q9NXH9,P0DTC3,0.36
Q10713,P0DTC3,0.447
O76094,P0DTC3,0.211
Q9UJZ1,P0DTC3,0.557
O95260,P0DTC3,0.03
Q6Y7W6,P0DTC3,1.386
Q13443,P0DTC3,1.451
Q9BRN9,P0DTC3,0.227
Q9BQE4,P0DTC3,0.315
P38606,P0DTC3,1.244
P58166,P0DTC3,0.014
Q6NXT4,P0DTC3,1.888
Q9H488,P0DTC3,0.11
O95391,P0DTC3,0.243
Q86VR2,P0DTC3,1.222
Q8NBX0,P0DTC3,0.177
Q5JTV8,P0DTC3,1.392
P82663,P0DTC3,0.529
Q99988,P0DTC3,0.158
Q00765,P0DTC3,1.5
Q7Z4H8,P0DTC3,0.022
P00387,P0DTC3,0.578
A7MCY6,P0DTC3,0.53
Q9UBU6,P0DTC3,1.659
Q9BS26,P0DTC3,1.25
Q92552,P0DTC3,0.462
Q7LGA3,P0DTC3,1.852
Q2PZI1,P0DTC3,1.575
Q5BJF2,P0DTC3,1.471
Q7Z7A1,P0DTC3,0.223
O43292,P0DTC3,0.327
Q9Y6M9,P0DTC3,0.52
Q8N6S5,P0DTC3,1.661
O95613,P0DTC3,0.269
P61026,P0DTC3,0.545
Q7KZI7,P0DTC3,0.254
P62072,P0DTC3,0.606
Q96S52,P0DTC3,0.337
Q86VM9,P0DTC3,0.246
Q92820,P0DTC3,0.486
Q04726,P0DTC3,0.302
Q96DA6,P0DTC3,0.45
Q9NVH1,P0DTC3,0.689
Q9NZJ7,P0DTC3,1.303
Q14789,P0DTC3,0.481
Q86YT6,P0DTC3,0.215
Q92769,P0DTC3,0.333
O43823,P0DTC3,0.778
P21964,P0DTC3,1.084
Q96N16,P0DTC3,0.379
Q9NW13,P0DTC3,0.185
Q15904,P0DTC3,1.347
P29122,P0DTC3,0.713
Q7Z3B4,P0DTC3,0.294
P52306,P0DTC3,0.294
Q9Y680,P0DTC3,0.156
O95684,P0DTC3,0.192
P15151,P0DTC3,0.051
O43633,P0DTC3,0.425
Q9C0B5,P0DTC3,1.213
P52948,P0DTC3,0.381
Q96AY3,P0DTC3,0.166
O14745,P0DTC3,1.001
Q8NEW0,P0DTC3,1.562
Q7L2J0,P0DTC3,0.154
P13984,P0DTC3,0.284
Q8TAD8,P0DTC3,0.362
Q8N183,P0DTC3,0.51
Q96IZ5,P0DTC3,0.18
Q9Y312,P0DTC3,0.242
P07203,P0DTC3,0.95
P11310,P0DTC3,0.542
Q15370,P0DTC3,0.344
Q9H845,P0DTC3,0.526
Q9P0L2,P0DTC3,0.045
Q9UH99,P0DTC3,0.64
Q9H173,P0DTC3,0.133
P26358,P0DTC3,0.402
Q8TEM1,P0DTC3,1.153
O95573,P0DTC3,1.519
Q9H270,P0DTC3,0.532
Q9NXK8,P0DTC3,0.122
O14975,P0DTC3,1.272
O60885,P0DTC3,0.402
P31323,P0DTC3,0.283
Q9H773,P0DTC3,0.213
Q9HD40,P0DTC3,0.131
O14874,P0DTC3,0.445
Q4V328,P0DTC3,0.486
Q99567,P0DTC3,0.393
Q96S66,P0DTC3,0.433
P61011,P0DTC3,0.179
P17612,P0DTC3,0.371
Q96ER3,P0DTC3,0.36
O00469,P0DTC3,0.561
Q9BSC4,P0DTC3,0.14
Q96HW7,P0DTC3,0.311
Q92615,P0DTC3,0.273
Q14157,P0DTC3,0.091
Q13310,P0DTC3,0.192
Q8IWR1,P0DTC3,3.43
Q12907,P0DTC3,0.641
Q8WVC6,P0DTC3,0.004
Q9BSJ2,P0DTC3,0.379
Q5VT66,P0DTC3,1.758
Q96DZ1,P0DTC3,2.153
O96028,P0DTC3,0.372
P63218,P0DTC3,0.168
Q5T1M5,P0DTC3,0.043
Q08431,P0DTC3,1.273
P12109,P0DTC3,1.259
Q9UBX5,P0DTC3,0.141
Q6PML9,P0DTC3,1.572
Q96I59,P0DTC3,0.441
Q9Y276,P0DTC3,0.515
Q5VU43,P0DTC3,0.224
Q8N4C6,P0DTC3,0.37
Q15056,P0DTC3,0.154
Q76N32,P0DTC3,0.371
P05026,P0DTC3,0.937
Q14181,P0DTC3,0.414
P35555,P0DTC3,0.979
P35556,P0DTC3,0.015
Q9BVK2,P0DTC3,1.676
Q2TAA5,P0DTC3,1.586
P62820,P0DTC3,0.584
Q92995,P0DTC3,0.353
Q66GS9,P0DTC3,0.203
O75592,P0DTC3,0.302
Q2M389,P0DTC3,0.376
P35658,P0DTC3,0.382
O14578,P0DTC3,0.113
Q9Y3A6,P0DTC3,1.4
Q99470,P0DTC3,0.109
P19784,P0DTC3,0.337
Q9BU02,P0DTC3,0.183
P50897,P0DTC3,0.364
Q08379,P0DTC3,1.982
Q08378,P0DTC3,0.774
Q9H3K2,P0DTC3,0.401
Q9H7Z7,P0DTC3,1.657
P55085,P0DTC3,0.515
Q8NBJ5,P0DTC3,1.935
Q9Y5J9,P0DTC3,0.419
O00124,P0DTC3,0.41
O94973,P0DTC3,0.476
Q5T6F2,P0DTC3,0.203
P61106,P0DTC3,2.044
Q13617,P0DTC3,0.285
Q86UT6,P0DTC3,1.088
P05556,P0DTC3,0.43
Q5VUA4,P0DTC3,0.424
Q9NU22,P0DTC3,0.251
Q5VT06,P0DTC3,0.163
Q96CN9,P0DTC3,0.403
Q9BV73,P0DTC3,0.275
Q99996,P0DTC3,0.424
Q13438,P0DTC3,1.71
P13804,P0DTC3,0.435
O00116,P0DTC3,0.53
Q13546,P0DTC3,0.432
Q9BQQ3,P0DTC3,3.338
Q13283,P0DTC3,0.531
P61586,P0DTC3,0.358
Q5EBL8,P0DTC3,0.239
P37198,P0DTC3,0.576
Q13868,P0DTC3,0.271
O75964,P0DTC3,1.724
Q04724,P0DTC3,0.304
Q8N0X7,P0DTC3,0.432
Q9H6F5,P0DTC3,0.312
Q6NXT6,P0DTC3,0.413
Q9NV92,P0DTC3,1.226
Q96CW5,P0DTC3,0.217
Q9Y2I6,P0DTC3,0.208
Q96CW1,P0DTC3,0.473
Q9GZU3,P0DTC3,1.226
Q9UHD2,P0DTC3,1.508
O75506,P0DTC3,0.353
Q96SN8,P0DTC3,0.282
Q7Z5G4,P0DTC3,0.658
Q8IWF2,P0DTC3,2.417
Q9Y399,P0DTC3,0.561
Q96IV0,P0DTC3,0.131
P49454,P0DTC3,0.319
Q6UUV7,P0DTC3,0.31
Q92900,P0DTC3,0.33
Q8TD19,P0DTC3,0.183
P67870,P0DTC3,0.412
Q969X5,P0DTC3,0.617
P61962,P0DTC3,0.37
Q99519,P0DTC3,0.4
Q3KQU3,P0DTC3,0.186
Q9NYU1,P0DTC3,1.677
Q8TEQ8,P0DTC3,1.586
Q9UJC3,P0DTC3,0.179
Q96D53,P0DTC3,1.383
Q96HR9,P0DTC3,1.114
Q96A26,P0DTC3,1.355
P61006,P0DTC3,0.524
Q9BVL2,P0DTC3,0.309
P82675,P0DTC3,0.561
Q9H2P9,P0DTC3,0.183
Q9NV92,P0DTC2,3.219
Q13617,P0DTC2,1.046
Q9Y399,P0DTC2,0.965
Q5VUA4,P0DTC2,1.572
Q9BV73,P0DTC2,1.715
Q13868,P0DTC2,0.261
Q6NXT4,P0DTC2,1.955
Q6NXT6,P0DTC2,0.438
Q96CW5,P0DTC2,0.825
Q96CW1,P0DTC2,3.768
Q96SN8,P0DTC2,1.694
Q8IWF2,P0DTC2,2.027
P67870,P0DTC2,2.117
Q2M389,P0DTC2,0.427
Q99519,P0DTC2,0.504
Q9NYU1,P0DTC2,2.41
Q9HD40,P0DTC2,0.239
Q8TEQ8,P0DTC2,1.842
P09884,P0DTC2,0.8
Q66GS9,P0DTC2,1.439
Q4G0J3,P0DTC2,0.562
Q96CN9,P0DTC2,1.515
Q15818,P0DTC2,0.023
Q8NEJ9,P0DTC2,0.786
Q8WUY8,P0DTC2,1.458
Q99959,P0DTC2,1.323
Q9NXA8,P0DTC2,1.386
P48556,P0DTC2,0.161
O75592,P0DTC2,1.573
Q9H488,P0DTC2,0.097
Q86VR2,P0DTC2,2.003
P13984,P0DTC2,0.224
Q8IUD2,P0DTC2,1.783
Q7Z4H8,P0DTC2,0.017
Q8N4C6,P0DTC2,0.725
O43292,P0DTC2,1.805
Q8N6S5,P0DTC2,1.928
P52948,P0DTC2,1.069
Q04726,P0DTC2,1.543
Q96S52,P0DTC2,0.358
Q14789,P0DTC2,0.75
P61916,P0DTC2,1.784
Q9UHD2,P0DTC2,3.338
P52306,P0DTC2,1.331
Q9Y680,P0DTC2,0.153
O95684,P0DTC2,1.678
P15151,P0DTC2,1.784
Q9C0B5,P0DTC2,1.772
Q8TAD8,P0DTC2,0.704
P07203,P0DTC2,2.54
Q15370,P0DTC2,1.516
P49454,P0DTC2,1.685
Q96DZ1,P0DTC2,3.035
Q9P0L2,P0DTC2,1.2
P26358,P0DTC2,0.997
Q8TEM1,P0DTC2,1.755
P61006,P0DTC2,2.235
Q9H773,P0DTC2,1.429
P21964,P0DTC2,1.788
Q00765,P0DTC2,1.772
Q96HW7,P0DTC2,0.228
Q4V328,P0DTC2,1.879
Q8WVC6,P0DTC2,0.003
P63218,P0DTC2,1.332
O00116,P0DTC2,0.844
Q14181,P0DTC2,0.27
P35555,P0DTC2,2.367
P35556,P0DTC2,0.012
P62072,P0DTC2,2.042
P35658,P0DTC2,0.65
Q9BSJ2,P0DTC2,1.384
Q99988,P0DTC2,1.698
Q3KQU3,P0DTC2,0.137
Q08378,P0DTC2,2.405
Q9H3K2,P0DTC2,0.899
Q9H7Z7,P0DTC2,2.427
Q9H173,P0DTC2,1.312
O94973,P0DTC2,3.225
Q5T6F2,P0DTC2,1.07
P05026,P0DTC2,1.896
P05556,P0DTC2,2.484
P55085,P0DTC2,2.487
Q8NEW0,P0DTC2,1.442
Q70EL1,P0DTC2,0.067
Q9BQQ3,P0DTC2,0.733
Q8NCA5,P0DTC2,0.023
P37198,P0DTC2,2.772
Q9GZU3,P0DTC2,1.461
O75506,P0DTC2,1.211
Q8TD10,P0DTC2,1.287
Q8TD19,P0DTC2,1.322
Q969X5,P0DTC2,0.881
O14578,P0DTC2,1.513
Q9Y3A6,P0DTC2,1.819
Q9UJC3,P0DTC2,2.22
Q96IV0,P0DTC2,0.621
Q9BVL2,P0DTC2,1.064
P82675,P0DTC2,0.988
P09601,P0DTC2,2.593
Q96MM7,P0DTC2,2.019
P78406,P0DTC2,1.757
Q8IZ52,P0DTC2,1.531
Q9NQC3,P0DTC2,1.849
Q8IWA5,P0DTC2,0.856
Q9H8W4,P0DTC2,0.904
Q08431,P0DTC2,3.828
Q96DA6,P0DTC2,0.704
Q9Y276,P0DTC2,0.929
Q5JRX3,P0DTC2,1.015
Q9Y375,P0DTC2,2.14
Q5VT66,P0DTC2,2.413
Q12770,P0DTC2,1.998
P13861,P0DTC2,1.23
Q10713,P0DTC2,0.865
O76094,P0DTC2,1.033
Q9UJZ1,P0DTC2,1.968
O95260,P0DTC2,0.052
Q9BRN9,P0DTC2,0.183
P38606,P0DTC2,0.605
P58166,P0DTC2,0.574
O95391,P0DTC2,0.461
P28300,P0DTC2,1.203
Q5JTV8,P0DTC2,2.914
O43818,P0DTC2,0.399
P00387,P0DTC2,0.815
Q9BS26,P0DTC2,1.465
Q92552,P0DTC2,1.087
Q5BJF2,P0DTC2,1.702
Q9BU02,P0DTC2,0.386
P50897,P0DTC2,1.129
Q7KZI7,P0DTC2,1.535
Q9NZJ7,P0DTC2,2.012
Q8N766,P0DTC2,0.381
Q9NW13,P0DTC2,0.286
Q08379,P0DTC2,2.275
Q9NXK8,P0DTC2,0.205
Q96IZ5,P0DTC2,0.242
P11310,P0DTC2,1.804
Q9BQT8,P0DTC2,2.008
Q9UH99,P0DTC2,2.204
O95573,P0DTC2,2.662
O14975,P0DTC2,1.744
O14874,P0DTC2,1.266
Q99567,P0DTC2,0.351
Q96S66,P0DTC2,0.58
P61011,P0DTC2,0.435
P17612,P0DTC2,1.78
Q96ER3,P0DTC2,0.24
O00469,P0DTC2,0.604
Q13310,P0DTC2,0.426
Q5VU43,P0DTC2,1.142
P62820,P0DTC2,3.145
Q9Y4L1,P0DTC2,3.077
Q96B26,P0DTC2,1.311
P19784,P0DTC2,1.759
P29122,P0DTC2,1.457
Q9H845,P0DTC2,0.865
Q92615,P0DTC2,0.289
O00124,P0DTC2,0.364
Q6UUV7,P0DTC2,2.322
P61106,P0DTC2,3.176
Q99996,P0DTC2,2.119
Q86UT6,P0DTC2,2.526
Q13546,P0DTC2,2.268
Q13283,P0DTC2,1.914
P61586,P0DTC2,2.231
O75964,P0DTC2,0.875
Q8N0X7,P0DTC2,1.848
Q9H6F5,P0DTC2,0.256
Q96N16,P0DTC2,1.348
O43633,P0DTC2,2.942
Q96AY3,P0DTC2,0.662
Q7Z5G4,P0DTC2,0.633
Q5T1M5,P0DTC2,0.727
Q9UBX5,P0DTC2,1.739
P61962,P0DTC2,0.419
Q96D53,P0DTC2,2.292
P51149,P0DTC2,2.238
P51148,P0DTC2,0.85
Q9UKA9,P0DTC2,0.141
Q8IV08,P0DTC2,2.777
Q9UL15,P0DTC2,1.731
Q9P2E5,P0DTC2,1.756
O96028,P0DTC2,0.725
Q2PZI1,P0DTC2,1.851
P11940,P0DTC2,1.358
Q9BW92,P0DTC2,0.744
O75347,P0DTC2,1.34
Q99720,P0DTC2,1.712
Q9NXH9,P0DTC2,0.263
Q14157,P0DTC2,0.132
Q9H2H8,P0DTC2,0.135
Q6PKG0,P0DTC2,1.094
Q9Y5J9,P0DTC2,0.725
Q6UW63,P0DTC2,1.332
Q9UDR5,P0DTC2,1.21
Q9Y5J6,P0DTC2,1.61
Q9Y5J7,P0DTC2,2.077
Q9NY61,P0DTC2,1.72
Q6Y7W6,P0DTC2,2.982
Q13443,P0DTC2,2.93
A7MCY6,P0DTC2,0.95
Q9BQE4,P0DTC2,1.456
P62330,P0DTC2,1.902
Q9UBU6,P0DTC2,1.798
Q7LGA3,P0DTC2,1.927
Q9Y6M9,P0DTC2,0.928
O95613,P0DTC2,0.319
P61026,P0DTC2,1.695
Q86VM9,P0DTC2,0.524
Q92820,P0DTC2,1.24
Q86YT6,P0DTC2,0.375
Q92769,P0DTC2,2.161
O43823,P0DTC2,2.649
Q7Z3B4,P0DTC2,0.912
Q8N183,P0DTC2,1.944
Q5VT06,P0DTC2,0.822
O14745,P0DTC2,2.538
Q7L2J0,P0DTC2,1.028
P13804,P0DTC2,0.861
Q9HAV7,P0DTC2,2.093
P12109,P0DTC2,2.751
P82663,P0DTC2,1.005
Q15904,P0DTC2,2.606
Q9H270,P0DTC2,2.216
O60885,P0DTC2,1.781
Q96I59,P0DTC2,0.729
Q9NVH1,P0DTC2,0.832
Q9BV19,P0DTC2,1.287
Q9BQS8,P0DTC2,0.552
Q8IWR0,P0DTC2,0.087
Q12907,P0DTC2,2.175
Q7Z4Q2,P0DTC2,1.287
Q9BSC4,P0DTC2,0.167
P27105,P0DTC2,3.88
Q4KMQ2,P0DTC2,1.32
Q76N32,P0DTC2,1.636
Q9BVK2,P0DTC2,1.917
Q2TAA5,P0DTC2,1.842
Q92995,P0DTC2,1.36
Q15056,P0DTC2,1.706
Q8NBX0,P0DTC2,0.439
Q99470,P0DTC2,1.383
Q7Z7A1,P0DTC2,0.375
Q8NBJ5,P0DTC2,1.639
Q9ULT8,P0DTC2,0.356
Q6PML9,P0DTC2,1.738
P31323,P0DTC2,1.621
Q9NU22,P0DTC2,1.15
Q13438,P0DTC2,2.035
Q5EBL8,P0DTC2,1.491
Q9Y312,P0DTC2,0.135
Q9Y2I6,P0DTC2,0.164
Q04724,P0DTC2,1.902
Q92900,P0DTC2,0.762
Q8IWR1,P0DTC2,4.097
Q96HR9,P0DTC2,1.24
Q96A26,P0DTC2,1.946
Q9H2P9,P0DTC2,0.129
Q9BVL2,P0DTC1,0.507
Q96DA6,P0DTC1,0.536
Q9NV92,P0DTC1,3.392
Q15370,P0DTC1,2.896
Q9Y399,P0DTC1,0.686
Q9BV73,P0DTC1,1.803
Q13868,P0DTC1,3.057
Q6NXT4,P0DTC1,1.469
Q6NXT6,P0DTC1,0.388
Q96CW5,P0DTC1,0.938
Q96CW1,P0DTC1,2.226
Q96SN8,P0DTC1,2.431
Q8IWF2,P0DTC1,1.474
P67870,P0DTC1,3.633
Q2M389,P0DTC1,0.129
Q99519,P0DTC1,2.056
Q9NYU1,P0DTC1,2.105
Q9HD40,P0DTC1,3.818
Q8TEQ8,P0DTC1,1.879
P09884,P0DTC1,2.915
Q66GS9,P0DTC1,1.615
Q4G0J3,P0DTC1,4.049
Q96CN9,P0DTC1,1.417
Q15818,P0DTC1,1.47
Q8NEJ9,P0DTC1,2.03
Q8WUY8,P0DTC1,2.841
Q99959,P0DTC1,1.355
Q9NXA8,P0DTC1,3.696
P48556,P0DTC1,1.111
O75592,P0DTC1,2.358
Q9H488,P0DTC1,1.548
Q86VR2,P0DTC1,2.157
P13984,P0DTC1,2.076
Q8IUD2,P0DTC1,2.369
Q7Z4H8,P0DTC1,0.987
Q8N4C6,P0DTC1,1.74
O43292,P0DTC1,1.925
Q8N6S5,P0DTC1,1.253
Q9NU22,P0DTC1,2.55
Q6UUV7,P0DTC1,2.898
Q04726,P0DTC1,1.96
Q14789,P0DTC1,2.797
P61916,P0DTC1,2.763
Q9UHD2,P0DTC1,5.795
P52306,P0DTC1,1.192
Q9Y680,P0DTC1,2.67
O95684,P0DTC1,3.365
P15151,P0DTC1,2.321
Q9C0B5,P0DTC1,3.237
Q8TAD8,P0DTC1,3.557
P07203,P0DTC1,3.613
P49454,P0DTC1,2.873
Q96DZ1,P0DTC1,2.027
Q9P0L2,P0DTC1,2.584
Q8IWR1,P0DTC1,6.515
Q8TEM1,P0DTC1,1.055
P61006,P0DTC1,2.876
Q9H773,P0DTC1,2.66
P21964,P0DTC1,3.848
Q00765,P0DTC1,1.495
Q96HW7,P0DTC1,0.738
Q4V328,P0DTC1,1.521
Q8WVC6,P0DTC1,1.547
P63218,P0DTC1,1.386
P12109,P0DTC1,1.034
O00116,P0DTC1,1.111
Q14181,P0DTC1,1.614
P35555,P0DTC1,1.702
P35556,P0DTC1,1.901
P62072,P0DTC1,1.796
P35658,P0DTC1,1.172
Q9BSJ2,P0DTC1,1.205
Q99988,P0DTC1,3.599
Q08379,P0DTC1,2.24
Q08378,P0DTC1,1.327
Q9H3K2,P0DTC1,1.47
Q9H7Z7,P0DTC1,4.138
Q9H173,P0DTC1,1.216
O94973,P0DTC1,1.323
Q5T6F2,P0DTC1,1.798
P05026,P0DTC1,2.289
P05556,P0DTC1,3.408
P55085,P0DTC1,3.049
Q8NEW0,P0DTC1,1.083
Q70EL1,P0DTC1,3.667
Q9BQQ3,P0DTC1,1.99
Q8NCA5,P0DTC1,1.461
P26358,P0DTC1,4.613
P37198,P0DTC1,2.565
Q9GZU3,P0DTC1,1.222
O75506,P0DTC1,2.295
Q8TD10,P0DTC1,0.809
Q8TD19,P0DTC1,3.01
Q969X5,P0DTC1,0.318
O14578,P0DTC1,4.078
Q9Y3A6,P0DTC1,1.231
Q9UJC3,P0DTC1,2.255
Q96IV0,P0DTC1,3.153
P82675,P0DTC1,1.133
P09601,P0DTC1,6.399
Q96MM7,P0DTC1,2.407
P78406,P0DTC1,2.085
Q8IZ52,P0DTC1,2.347
Q9NQC3,P0DTC1,3.41
Q8IWA5,P0DTC1,0.666
Q9H8W4,P0DTC1,1.154
Q08431,P0DTC1,0.661
Q9Y276,P0DTC1,0.973
Q5JRX3,P0DTC1,4.222
Q9Y375,P0DTC1,1.635
Q5VT66,P0DTC1,2.821
Q12770,P0DTC1,2.524
P13861,P0DTC1,3.067
Q10713,P0DTC1,1.57
O76094,P0DTC1,2.365
Q9UJZ1,P0DTC1,2.061
O95260,P0DTC1,0.86
Q9BRN9,P0DTC1,0.444
P38606,P0DTC1,2.005
P58166,P0DTC1,1.565
O95391,P0DTC1,2.274
P28300,P0DTC1,1.21
Q5JTV8,P0DTC1,3.016
O43818,P0DTC1,2.429
P00387,P0DTC1,2.336
Q9BS26,P0DTC1,0.942
Q92552,P0DTC1,2.344
Q5BJF2,P0DTC1,1.487
Q7Z7A1,P0DTC1,0.589
P50897,P0DTC1,1.443
Q7KZI7,P0DTC1,3.204
Q9NZJ7,P0DTC1,2.832
Q8N766,P0DTC1,0.177
Q9NW13,P0DTC1,1.401
Q3KQU3,P0DTC1,0.625
Q9NXK8,P0DTC1,2.186
Q96IZ5,P0DTC1,2.214
P11310,P0DTC1,2.52
Q9BQT8,P0DTC1,1.817
Q9UH99,P0DTC1,1.455
O95573,P0DTC1,3.847
O14975,P0DTC1,2.555
O14874,P0DTC1,1.883
Q99567,P0DTC1,0.935
Q96S66,P0DTC1,0.335
P61011,P0DTC1,2.29
P17612,P0DTC1,4.965
Q96ER3,P0DTC1,0.146
O00469,P0DTC1,3.152
Q13310,P0DTC1,3.162
Q5VU43,P0DTC1,1.157
P62820,P0DTC1,4.101
Q9Y4L1,P0DTC1,3.045
Q96B26,P0DTC1,2.866
Q9C0D3,P0DTC1,1.176
P19784,P0DTC1,4.38
P29122,P0DTC1,4.72
Q9H845,P0DTC1,1.563
Q92615,P0DTC1,2.707
O00124,P0DTC1,0.996
P61106,P0DTC1,3.362
Q99996,P0DTC1,3.112
P31323,P0DTC1,3.263
Q13546,P0DTC1,4.722
Q13283,P0DTC1,6.309
P61586,P0DTC1,3.339
O75964,P0DTC1,0.765
Q8N0X7,P0DTC1,1.789
Q9H6F5,P0DTC1,0.824
Q96N16,P0DTC1,1.782
O43633,P0DTC1,3.059
Q92900,P0DTC1,5.268
Q7Z5G4,P0DTC1,0.845
Q5T1M5,P0DTC1,0.598
Q9UBX5,P0DTC1,3.725
P61962,P0DTC1,0.913
Q96D53,P0DTC1,2.873
P51149,P0DTC1,3.363
P51148,P0DTC1,1.516
Q9UKA9,P0DTC1,2.794
Q8IV08,P0DTC1,2.042
Q9UL15,P0DTC1,3.03
Q9P2E5,P0DTC1,1.623
O96028,P0DTC1,3.168
Q2PZI1,P0DTC1,2.151
P11940,P0DTC1,4.56
Q9BW92,P0DTC1,3.396
O75347,P0DTC1,2.291
Q99720,P0DTC1,2.059
Q9NXH9,P0DTC1,3.664
Q14157,P0DTC1,1.028
Q9H2H8,P0DTC1,1.359
Q6PKG0,P0DTC1,3.609
Q9Y5J9,P0DTC1,0.386
Q6UW63,P0DTC1,1.384
Q9UDR5,P0DTC1,3.404
Q9Y5J6,P0DTC1,1.88
Q9Y5J7,P0DTC1,1.792
Q9NY61,P0DTC1,3.389
Q6Y7W6,P0DTC1,4.113
Q13443,P0DTC1,6.849
A7MCY6,P0DTC1,1.852
Q5VUA4,P0DTC1,5.22
Q96S52,P0DTC1,0.654
Q9UBU6,P0DTC1,2.294
Q9BQE4,P0DTC1,2.677
Q9Y6M9,P0DTC1,0.713
O95613,P0DTC1,0.624
P61026,P0DTC1,2.109
Q86VM9,P0DTC1,1.923
Q92820,P0DTC1,4.879
Q86YT6,P0DTC1,3.852
Q92769,P0DTC1,4.591
O43823,P0DTC1,5.293
Q7Z3B4,P0DTC1,0.611
Q8N183,P0DTC1,0.399
P52948,P0DTC1,3.628
Q5VT06,P0DTC1,0.409
O14745,P0DTC1,3.109
Q7L2J0,P0DTC1,3.309
P62330,P0DTC1,2.499
P13804,P0DTC1,0.982
Q9HAV7,P0DTC1,1.402
Q13617,P0DTC1,2.457
P82663,P0DTC1,0.12
Q15904,P0DTC1,3.413
Q9H270,P0DTC1,3.812
O60885,P0DTC1,2.915
Q96I59,P0DTC1,2.333
Q9NVH1,P0DTC1,0.218
Q9BV19,P0DTC1,0.809
Q9BQS8,P0DTC1,1.655
Q8IWR0,P0DTC1,3.242
Q12907,P0DTC1,1.928
Q7Z4Q2,P0DTC1,0.89
Q9BSC4,P0DTC1,1.499
