Human,SARS-CoV2,Score
D6REC4,P0DTC3,0.000606
Q9ULW5,P0DTC3,0.010017
P17275,P0DTC3,0.006055
Q9ULW3,P0DTC3,0.002422
Q6PEZ8,P0DTC3,0.00083
P61158,P0DTC3,0.010519
Q3I5J1,P0DTC3,0.138735
Q9UMD9,P0DTC3,0.015917
Q9ULW8,P0DTC3,0.002266
Q9BV81,P0DTC3,0.00782
Q8IZF6,P0DTC3,0.003823
O95602,P0DTC3,0.008771
Q9H9Q4,P0DTC3,0.006989
Q8TDV0,P0DTC3,0.004308
Q9H9Q2,P0DTC3,0.07358
Q8IZF3,P0DTC3,0.001471
Q8IZF0,P0DTC3,0.031678
Q86YN1,P0DTC3,0.007941
P54826,P0DTC3,0.003201
P0C6T2,P0DTC3,0.024031
P48060,P0DTC3,0.026245
Q9HCE5,P0DTC3,0.005519
P69849,P0DTC3,0.028996
Q9HCE7,P0DTC3,0.006367
Q9HCE0,P0DTC3,0.003823
Q9HCE1,P0DTC3,0.106382
P48066,P0DTC3,0.005571
P48067,P0DTC3,0.008374
Q6ECI4,P0DTC3,0.008322
O15516,P0DTC3,0.004983
Q9BRL6,P0DTC3,0.00583
Q9BRL7,P0DTC3,0.005017
A1A4Y4,P0DTC3,0.01365
Q9HCE9,P0DTC3,0.054601
O15511,P0DTC3,0.006003
O60516,P0DTC3,0.000779
O94903,P0DTC3,0.002716
Q2KJY2,P0DTC3,0.004187
A2RUG3,P0DTC3,0.021142
Q9NU53,P0DTC3,0.021142
P0C6U9,P0DTC3,0.240203
P22830,P0DTC3,0.010848
P47944,P0DTC3,0.000519
Q96NY7,P0DTC3,0.03711
P50052,P0DTC3,0.003772
P50053,P0DTC3,0.004135
Q96EK6,P0DTC3,0.007007
Q96EK4,P0DTC3,0.006176
Q96EK5,P0DTC3,0.004152
O95870,P0DTC3,0.021211
Q93074,P0DTC3,0.004706
Q9UN19,P0DTC3,0.002543
Q96K12,P0DTC3,0.009342
Q96NY9,P0DTC3,0.005519
Q9NTX7,P0DTC3,0.004689
O95452,P0DTC3,0.021695
Q9BTX7,P0DTC3,6.9e-05
Q13769,P0DTC3,0.005208
O60941,P0DTC3,0.000156
Q8WXK1,P0DTC3,0.003166
Q13765,P0DTC3,0.002907
Q8WXK3,P0DTC3,0.003166
Q6ZR08,P0DTC3,0.00045
Q13761,P0DTC3,0.004983
P16066,P0DTC3,0.021142
P19957,P0DTC3,0.00218
O94823,P0DTC3,0.019342
Q53H12,P0DTC3,0.010259
P51452,P0DTC3,0.005778
P51451,P0DTC3,0.005277
Q9NW38,P0DTC3,0.006972
Q9BUJ0,P0DTC3,0.021782
P16278,P0DTC3,0.008149
Q9BUJ2,P0DTC3,0.006228
P62266,P0DTC3,0.005848
Q8N7B1,P0DTC3,0.001626
Q99442,P0DTC3,0.010675
P62263,P0DTC3,0.005519
Q9H6W3,P0DTC3,0.002889
B0FP48,P0DTC3,0.001471
A6NDK9,P0DTC3,0.008408
P13385,P0DTC3,0.025017
P41594,P0DTC3,0.004498
Q9Y272,P0DTC3,0.000433
P31639,P0DTC3,0.003668
O15466,P0DTC3,0.03474
A6NMZ2,P0DTC3,0.000329
P46783,P0DTC3,0.005017
P31146,P0DTC3,0.005259
Q7L311,P0DTC3,0.019204
Q8NHB1,P0DTC3,0.021142
P55073,P0DTC3,0.019204
P48454,P0DTC3,0.002907
Q8NHB7,P0DTC3,0.021142
O15273,P0DTC3,0.004498
A0A096LP49,P0DTC3,0.000623
Q8NHB8,P0DTC3,0.021142
O15182,P0DTC3,0.003841
P10721,P0DTC3,0.009066
Q9Y2G0,P0DTC3,0.002405
Q9Y2G1,P0DTC3,0.028096
Q9Y2G2,P0DTC3,0.004291
Q6ZVT0,P0DTC3,0.003166
Q9Y2G4,P0DTC3,0.00109
Q9Y2G5,P0DTC3,0.006903
Q9Y2G8,P0DTC3,0.021142
Q86W26,P0DTC3,0.005761
Q9HB40,P0DTC3,0.004775
P0C874,P0DTC3,0.021142
Q08945,P0DTC3,0.058252
Q8TCG2,P0DTC3,0.00346
P07199,P0DTC3,0.00718
Q13887,P0DTC3,0.006038
P07195,P0DTC3,0.005951
P07196,P0DTC3,0.004498
P09131,P0DTC3,0.021142
P09132,P0DTC3,0.004152
A0A075B6K5,P0DTC3,0.000208
Q96PU9,P0DTC3,0.004239
Q9HB21,P0DTC3,0.005657
P01732,P0DTC3,0.006246
Q9Y397,P0DTC3,0.025709
Q08493,P0DTC3,0.002474
Q92989,P0DTC3,0.005657
Q5T5C0,P0DTC3,0.005951
Q9BT76,P0DTC3,0.001471
H3BR10,P0DTC3,0.021142
Q08495,P0DTC3,0.005017
P56597,P0DTC3,0.001661
Q92982,P0DTC3,0.021142
Q9BT78,P0DTC3,0.005415
Q5T8I9,P0DTC3,0.003564
Q92985,P0DTC3,0.024532
Q8NDI1,P0DTC3,0.005917
O14581,P0DTC3,0.021142
Q8TBP0,P0DTC3,0.005692
P11413,P0DTC3,0.003945
Q8TBP6,P0DTC3,0.028615
Q8TBP5,P0DTC3,0.021142
Q9NVF7,P0DTC3,0.002318
Q9BVK8,P0DTC3,0.026366
O75582,P0DTC3,0.005346
P32248,P0DTC3,0.027681
Q99581,P0DTC3,0.005104
A1L157,P0DTC3,0.004308
P52907,P0DTC3,0.002855
Q8TF40,P0DTC3,0.007128
Q92187,P0DTC3,0.03474
Q969H0,P0DTC3,0.026591
Q92185,P0DTC3,0.011263
Q96RL1,P0DTC3,0.00737
P04183,P0DTC3,0.003166
P04181,P0DTC3,0.00756
P01730,P0DTC3,0.01455
Q8TF46,P0DTC3,0.003045
Q9NXX6,P0DTC3,0.008374
Q9BXS1,P0DTC3,0.003823
Q9BXS0,P0DTC3,0.018512
Q9BXS6,P0DTC3,0.00545
Q9BXS5,P0DTC3,0.01147
Q9BXS4,P0DTC3,0.021505
Q86UU1,P0DTC3,0.004464
Q86UU0,P0DTC3,0.005917
Q9BXS9,P0DTC3,0.0473
P53816,P0DTC3,0.062732
Q9H8V3,P0DTC3,0.005432
P20783,P0DTC3,0.001955
Q8WZ75,P0DTC3,0.003183
Q8IVU9,P0DTC3,0.002993
Q6WRI0,P0DTC3,0.000208
Q24JP5,P0DTC3,0.04448
P22079,P0DTC3,0.004221
Q9Y3E2,P0DTC3,0.004152
Q8IVU3,P0DTC3,0.024135
Q8IVU1,P0DTC3,0.006021
Q9C0F3,P0DTC3,0.007336
P35268,P0DTC3,0.003149
Q9C0F1,P0DTC3,0.003564
Q9C0F0,P0DTC3,0.003114
P35269,P0DTC3,0.004637
Q9UQQ1,P0DTC3,0.004256
A0A0B4J2F0,P0DTC3,0.007976
P16104,P0DTC3,0.032508
Q9UQQ2,P0DTC3,0.002543
A6NGE4,P0DTC3,0.000519
Q01718,P0DTC3,0.003149
K9N7A1,P0DTC3,0.273075
O60637,P0DTC3,0.005778
Q8IX15,P0DTC3,0.005934
O75503,P0DTC3,0.006989
Q5VT52,P0DTC3,0.008944
O75506,P0DTC3,0.005363
Q9Y3E5,P0DTC3,0.003702
Q8IX12,P0DTC3,0.007128
O75508,P0DTC3,0.020588
O75509,P0DTC3,0.070916
Q8IX19,P0DTC3,0.029671
Q14188,P0DTC3,0.00609
Q9H3G5,P0DTC3,0.00455
Q00005,P0DTC3,0.008737
Q9Y6K1,P0DTC3,0.007768
Q8TAV0,P0DTC3,0.007785
O60729,P0DTC3,0.005778
Q8TAV4,P0DTC3,0.016851
Q8TAV5,P0DTC3,0.000502
Q9BZI7,P0DTC3,0.005259
Q9Y6K9,P0DTC3,0.105517
O60721,P0DTC3,0.014809
P78524,P0DTC3,0.000484
P05362,P0DTC3,0.007145
O60494,P0DTC3,0.022629
Q96QV1,P0DTC3,0.009844
P06310,P0DTC3,0.002405
Q96AG3,P0DTC3,0.032283
P06312,P0DTC3,0.000225
P06315,P0DTC3,0.000208
Q9UHB4,P0DTC3,0.005934
Q5MY95,P0DTC3,0.021142
Q6NTF7,P0DTC3,0.014394
P25311,P0DTC3,0.002682
Q8N6I1,P0DTC3,0.006228
O95388,P0DTC3,0.002232
Q9UPE1,P0DTC3,0.000519
Q13162,P0DTC3,0.007543
Q13163,P0DTC3,0.000294
Q9H9L3,P0DTC3,0.006557
P59826,P0DTC3,0.001142
Q13164,P0DTC3,0.00583
O60551,P0DTC3,0.108752
Q96HH9,P0DTC3,0.004931
Q9H410,P0DTC3,0.008062
P82664,P0DTC3,0.010225
A0PJX8,P0DTC3,0.021142
E9PB15,P0DTC3,0.002266
P83881,P0DTC3,0.003426
Q9NRB3,P0DTC3,0.011799
Q9UJY5,P0DTC3,0.00782
O60262,P0DTC3,0.003322
Q8N554,P0DTC3,0.002232
Q6PH85,P0DTC3,0.000433
P48443,P0DTC3,0.006574
Q7RTY7,P0DTC3,0.000502
Q7RTY5,P0DTC3,0.000208
Q969E3,P0DTC3,0.000952
Q7RTY3,P0DTC3,0.000208
A6NFA1,P0DTC3,0.007318
Q7RTY1,P0DTC3,0.012976
Q8IWT0,P0DTC3,0.006228
Q96LK0,P0DTC3,0.00474
Q9UIV8,P0DTC3,0.006609
Q6R6M4,P0DTC3,0.006142
P11362,P0DTC3,0.002682
Q9UIV1,P0DTC3,0.005173
Q6P4F1,P0DTC3,0.025501
P0CG29,P0DTC3,0.003806
P48444,P0DTC3,0.009688
Q6P4F7,P0DTC3,0.003166
Q17RW2,P0DTC3,0.021072
Q7Z2E3,P0DTC3,0.005969
O94832,P0DTC3,0.005882
O94830,P0DTC3,0.005277
Q7LG56,P0DTC3,0.007664
Q53HL2,P0DTC3,0.005329
Q02548,P0DTC3,0.008806
Q8IW45,P0DTC3,0.006367
Q8TD26,P0DTC3,0.074981
Q9HAF1,P0DTC3,0.006938
O75952,P0DTC3,0.005554
Q8IW41,P0DTC3,0.005363
Q02543,P0DTC3,0.003512
Q6IBS0,P0DTC3,0.003806
Q9Y573,P0DTC3,0.001263
P12814,P0DTC3,0.003858
Q04724,P0DTC3,0.005259
Q04725,P0DTC3,0.005623
Q04726,P0DTC3,0.005225
Q04727,P0DTC3,0.005225
P33260,P0DTC3,0.005692
Q03721,P0DTC3,0.004723
P26012,P0DTC3,0.003356
A0A1B0GW54,P0DTC3,0.021142
Q2TB90,P0DTC3,0.006782
Q9H1Y3,P0DTC3,0.003114
Q8NA54,P0DTC3,0.000623
Q8NDH6,P0DTC3,0.002976
Q6N075,P0DTC3,0.050674
Q3SXY7,P0DTC3,0.015173
Q9Y576,P0DTC3,0.002543
P24863,P0DTC3,0.005467
P21817,P0DTC3,0.010882
P21810,P0DTC3,0.01673
P24864,P0DTC3,0.004325
Q9UJF2,P0DTC3,0.003166
Q5TZ20,P0DTC3,0.021142
Q9HDC9,P0DTC3,0.021332
P33176,P0DTC3,0.009879
Q8IX95,P0DTC3,0.008391
Q6Q4G3,P0DTC3,0.021661
Q15233,P0DTC3,0.01282
O43572,P0DTC3,0.003149
Q9Y5H0,P0DTC3,0.004308
P19099,P0DTC3,0.008823
Q2MKA7,P0DTC3,0.000208
Q02763,P0DTC3,0.005536
P33032,P0DTC3,0.003149
Q9NY47,P0DTC3,0.001038
Q9NY46,P0DTC3,0.011453
Q9NWM0,P0DTC3,0.005934
Q53F19,P0DTC3,0.003772
Q96MC2,P0DTC3,0.002491
Q96MC6,P0DTC3,0.050933
Q9UHH9,P0DTC3,0.00692
Q96MC5,P0DTC3,0.000329
Q8N1A0,P0DTC3,0.000606
Q6PII3,P0DTC3,0.006228
P07202,P0DTC3,0.003426
P31994,P0DTC3,0.103493
P31997,P0DTC3,0.02865
O00182,P0DTC3,0.001782
Q14671,P0DTC3,0.006955
Q14677,P0DTC3,0.005934
Q14676,P0DTC3,0.006505
Q14674,P0DTC3,0.003616
Q14679,P0DTC3,0.003391
Q14678,P0DTC3,0.002353
Q9UNT1,P0DTC3,0.004118
P29218,P0DTC3,0.002716
Q8WUX1,P0DTC3,0.003443
Q8NH09,P0DTC3,0.021142
Q8NH08,P0DTC3,0.018114
O94763,P0DTC3,0.005917
O94762,P0DTC3,0.005865
O94761,P0DTC3,0.00199
O94760,P0DTC3,0.004775
Q8NH03,P0DTC3,0.021142
Q9BQ15,P0DTC3,0.005467
Q8NG77,P0DTC3,0.021142
Q8NH00,P0DTC3,0.021142
Q8NH07,P0DTC3,0.021142
P00387,P0DTC3,0.01064
O94769,P0DTC3,0.000882
Q8NH04,P0DTC3,0.021142
Q9NR61,P0DTC3,0.021142
Q12789,P0DTC3,0.005156
Q12788,P0DTC3,0.006003
Q7Z6M1,P0DTC3,0.009446
P84996,P0DTC3,0.002837
Q86XS5,P0DTC3,0.000242
P19544,P0DTC3,0.006159
Q5GAN3,P0DTC3,0.000502
Q96HW7,P0DTC3,0.005381
Q7Z6M3,P0DTC3,0.004308
P04406,P0DTC3,0.003374
Q9NX61,P0DTC3,0.021142
Q9UPV9,P0DTC3,0.005277
Q8WUX9,P0DTC3,0.006834
B7U540,P0DTC3,0.021142
Q5VZF2,P0DTC3,0.005346
Q9UPV0,P0DTC3,0.004775
Q86WN1,P0DTC3,0.005138
Q15642,P0DTC3,0.007422
Q05329,P0DTC3,0.017751
Q2QD12,P0DTC3,0.003166
Q9H1B7,P0DTC3,0.005259
P30154,P0DTC3,0.005225
P30153,P0DTC3,0.005242
Q9NXE4,P0DTC3,0.026384
O60925,P0DTC3,0.00064
Q9GZN2,P0DTC3,0.006159
Q9NXE8,P0DTC3,0.006384
O60928,P0DTC3,0.021142
P47900,P0DTC3,0.008097
P47901,P0DTC3,0.003772
Q4ZIN3,P0DTC3,0.021401
Q5ST30,P0DTC3,0.003495
Q9UGF5,P0DTC3,0.021142
P40305,P0DTC3,0.131503
Q96D31,P0DTC3,0.011401
Q15785,P0DTC3,0.007024
Q15788,P0DTC3,0.004913
A8MTT3,P0DTC3,0.019031
Q567V2,P0DTC3,0.029809
Q7L2H7,P0DTC3,0.070293
P05089,P0DTC3,0.010605
Q9UQN3,P0DTC3,0.007682
P12724,P0DTC3,0.007803
Q8NGS2,P0DTC3,0.021142
Q7Z614,P0DTC3,0.009325
Q13426,P0DTC3,0.004498
P21246,P0DTC3,0.002111
P07360,P0DTC3,0.014809
Q8NGS4,P0DTC3,0.003443
Q9NP59,P0DTC3,0.00628
Q9NP58,P0DTC3,0.019636
Q53GS9,P0DTC3,0.006557
Q8NGS7,P0DTC3,0.021142
P80303,P0DTC3,0.006003
Q5T6F0,P0DTC3,0.002336
Q9NP50,P0DTC3,0.004844
Q5T6F2,P0DTC3,0.000519
Q07065,P0DTC3,0.017854
Q9NP55,P0DTC3,0.000242
Q9NSA0,P0DTC3,0.005138
Q9NP56,P0DTC3,0.003789
Q8N5M9,P0DTC3,0.027698
Q8NGS9,P0DTC3,0.021142
A0A0J9YX35,P0DTC3,0.001799
P17020,P0DTC3,0.006003
O95487,P0DTC3,0.012491
P08559,P0DTC3,0.006142
Q8N5M1,P0DTC3,0.00654
P17028,P0DTC3,0.006228
P61218,P0DTC3,0.008443
O76054,P0DTC3,0.005727
Q9UJH8,P0DTC3,0.000208
Q6ZTZ1,P0DTC3,0.008927
Q8WTP8,P0DTC3,0.007145
P50990,P0DTC3,0.008598
P50993,P0DTC3,0.006159
P14923,P0DTC3,0.00673
Q15256,P0DTC3,0.020086
Q15257,P0DTC3,0.005484
P61758,P0DTC3,0.001955
Q8NDY4,P0DTC3,0.000208
P0C6V1,P0DTC3,0.240203
P0C6V0,P0DTC3,0.240411
Q8NDY8,P0DTC3,0.021142
Q9H8J5,P0DTC3,0.021142
Q9H0N0,P0DTC3,0.00327
Q14541,P0DTC3,0.007076
P05114,P0DTC3,0.006159
P05113,P0DTC3,0.000242
P05112,P0DTC3,0.000242
Q5JTD0,P0DTC3,0.005017
O76071,P0DTC3,0.001315
Q8WY22,P0DTC3,0.023356
O76076,P0DTC3,0.000208
O76075,P0DTC3,0.00519
O76074,P0DTC3,0.003166
Q96I25,P0DTC3,0.007958
Q5SRI9,P0DTC3,0.032664
Q9P2D0,P0DTC3,0.006436
O00303,P0DTC3,0.002907
Q9P2D7,P0DTC3,0.004152
Q96I23,P0DTC3,0.007353
O00308,P0DTC3,0.002768
Q9P2D8,P0DTC3,0.021142
P55259,P0DTC3,0.024705
Q658L1,P0DTC3,0.004204
Q9H492,P0DTC3,0.009619
Q969X6,P0DTC3,0.006419
Q13951,P0DTC3,0.005242
Q13950,P0DTC3,0.006107
Q6ZT12,P0DTC3,0.021661
O95178,P0DTC3,0.00936
Q969X1,P0DTC3,0.029515
Q969X0,P0DTC3,0.00436
Q96CD0,P0DTC3,0.002111
Q96CD2,P0DTC3,0.002785
Q9UL25,P0DTC3,0.009827
Q9H628,P0DTC3,3.5e-05
Q9BVK2,P0DTC3,0.028996
Q7Z4L9,P0DTC3,0.003789
Q9BRQ8,P0DTC3,0.026972
Q9H6X2,P0DTC3,0.027941
Q7Z4L5,P0DTC3,0.001678
Q9BRQ5,P0DTC3,0.018183
Q9BRQ4,P0DTC3,0.001955
Q9BRQ3,P0DTC3,0.007785
P13796,P0DTC3,0.005363
Q9H6X4,P0DTC3,0.125102
Q9BRQ0,P0DTC3,0.007318
Q96SQ7,P0DTC3,0.005969
P57078,P0DTC3,0.000675
P32418,P0DTC3,0.018425
P57073,P0DTC3,0.000519
Q5JRM2,P0DTC3,0.021142
P57077,P0DTC3,0.002543
P57076,P0DTC3,0.00282
P57075,P0DTC3,0.006124
Q96SQ9,P0DTC3,0.005329
Q9UKI3,P0DTC3,0.001695
Q9UKI2,P0DTC3,0.001903
Q96NB2,P0DTC3,0.006661
Q96NB3,P0DTC3,0.006747
P05091,P0DTC3,0.007993
Q9HD40,P0DTC3,0.002266
Q9UKI9,P0DTC3,0.006695
Q9UKI8,P0DTC3,0.006228
Q96QB1,P0DTC3,0.006557
Q96EV8,P0DTC3,0.006643
A8MWL7,P0DTC3,0.034204
A8MWL6,P0DTC3,0.027543
Q9H1D0,P0DTC3,0.003443
O15371,P0DTC3,0.002647
O15370,P0DTC3,0.007785
A1X283,P0DTC3,0.001817
P60033,P0DTC3,0.003426
O15374,P0DTC3,0.01237
Q9H1D9,P0DTC3,0.025501
P43378,P0DTC3,0.005398
O15379,P0DTC3,0.004308
A5LHX3,P0DTC3,0.001868
P59861,P0DTC3,0.025415
P29017,P0DTC3,0.005415
Q9Y274,P0DTC3,0.010778
Q9Y275,P0DTC3,0.002007
Q9Y276,P0DTC3,0.030051
P78316,P0DTC3,0.00481
Q9Y278,P0DTC3,0.011263
Q9Y279,P0DTC3,0.03237
P61513,P0DTC3,0.003841
Q9HBD1,P0DTC3,0.003823
Q9NRJ7,P0DTC3,0.004446
P22301,P0DTC3,0.003149
O14594,P0DTC3,0.019221
P22303,P0DTC3,0.014844
Q8NI27,P0DTC3,0.006574
P22304,P0DTC3,0.006955
P22307,P0DTC3,0.005986
P16619,P0DTC3,0.000242
P22309,P0DTC3,0.012422
Q6IMN6,P0DTC3,0.005605
Q9H346,P0DTC3,0.001176
Q5SQI0,P0DTC3,0.006297
Q8N9I5,P0DTC3,0.021142
Q8TEU7,P0DTC3,0.004308
Q15323,P0DTC3,0.004533
Q8NI22,P0DTC3,0.060726
P54855,P0DTC3,0.020467
Q15782,P0DTC3,0.000242
Q01523,P0DTC3,0.041003
Q8IV61,P0DTC3,0.00372
Q01524,P0DTC3,0.045103
O95196,P0DTC3,0.019879
P00403,P0DTC3,0.028685
Q14318,P0DTC3,0.026609
Q6ZMM2,P0DTC3,0.00026
P09758,P0DTC3,0.024827
Q96GG9,P0DTC3,0.004689
Q14314,P0DTC3,0.010121
Q14315,P0DTC3,0.003823
P21579,P0DTC3,0.012111
Q96CB8,P0DTC3,0.005467
Q9H7V2,P0DTC3,0.007197
Q8TDQ7,P0DTC3,0.002266
Q9GZN4,P0DTC3,0.000208
O43813,P0DTC3,0.003443
Q8NBX0,P0DTC3,0.003062
O14730,P0DTC3,0.026816
O43819,P0DTC3,0.009048
O43818,P0DTC3,0.006972
Q76M96,P0DTC3,0.013304
Q9Y3I0,P0DTC3,0.005329
O43749,P0DTC3,0.021142
Q8N3D4,P0DTC3,0.002924
Q9P2B4,P0DTC3,0.00154
O43747,P0DTC3,0.009256
O14733,P0DTC3,0.002266
O43741,P0DTC3,0.004689
O94927,P0DTC3,0.004412
Q8N966,P0DTC3,0.019706
Q8N967,P0DTC3,0.021142
Q92796,P0DTC3,0.005346
Q92797,P0DTC3,0.005692
Q92794,P0DTC3,0.006903
P41231,P0DTC3,0.003443
P10147,P0DTC3,0.002041
P04798,P0DTC3,0.011626
Q92791,P0DTC3,0.006868
P86452,P0DTC3,0.002422
Q9P2D3,P0DTC3,0.00154
P04792,P0DTC3,0.103753
Q7KZI7,P0DTC3,0.004394
P11166,P0DTC3,0.016384
Q9Y3B7,P0DTC3,0.008477
Q9Y3B4,P0DTC3,0.005675
Q9Y3B2,P0DTC3,0.005311
Q9Y3B3,P0DTC3,0.052404
Q9Y3B1,P0DTC3,0.007439
Q9NZD4,P0DTC3,0.000917
P35504,P0DTC3,0.019031
P35503,P0DTC3,0.028044
Q9Y3B8,P0DTC3,0.004048
Q99814,P0DTC3,0.00673
Q8NEB9,P0DTC3,0.006107
Q99816,P0DTC3,0.070985
Q8TEW8,P0DTC3,0.00301
Q8IUI8,P0DTC3,0.001938
P33992,P0DTC3,0.005813
P03999,P0DTC3,0.006332
P42356,P0DTC3,0.007526
Q8TEW6,P0DTC3,0.003166
Q8NEB5,P0DTC3,0.021661
Q8NEB7,P0DTC3,0.006626
Q96JF6,P0DTC3,0.006228
Q9UGU0,P0DTC3,0.008322
Q9UGU5,P0DTC3,0.003927
P0CJ74,P0DTC3,0.000433
P0CJ76,P0DTC3,0.000433
P0CJ77,P0DTC3,0.000433
Q8N4B1,P0DTC3,0.007301
P0CJ71,P0DTC3,0.000433
P0CJ72,P0DTC3,0.000484
P0CJ73,P0DTC3,0.000433
Q5VTE0,P0DTC3,0.003097
Q5VZ46,P0DTC3,0.003754
A0A1B0GVV1,P0DTC3,0.021142
Q9H061,P0DTC3,0.023356
P46527,P0DTC3,0.004706
Q8WUS8,P0DTC3,0.021142
Q9H069,P0DTC3,0.002336
O75339,P0DTC3,0.003149
Q8NGX5,P0DTC3,0.021142
Q8NGX6,P0DTC3,0.021142
Q8NGX0,P0DTC3,0.024775
Q8NGX1,P0DTC3,0.021142
Q8NGX2,P0DTC3,0.021142
Q8NGX3,P0DTC3,0.021142
O75330,P0DTC3,0.00308
Q8NGX8,P0DTC3,0.021142
O75334,P0DTC3,0.003945
Q9BQT9,P0DTC3,0.007214
Q9BQT8,P0DTC3,0.039792
Q5JPH6,P0DTC3,0.004481
Q6XPS3,P0DTC3,0.028581
Q8IVN8,P0DTC3,0.000208
Q02952,P0DTC3,0.003772
P20226,P0DTC3,0.055829
Q6ZP80,P0DTC3,0.021142
Q8TCQ1,P0DTC3,0.027577
Q8IY95,P0DTC3,0.030051
Q96RN1,P0DTC3,0.039947
O95969,P0DTC3,0.000208
O75635,P0DTC3,0.000208
Q5VY09,P0DTC3,0.005277
Q8IXV7,P0DTC3,0.003685
Q99719,P0DTC3,0.002612
Q96DM3,P0DTC3,0.008806
Q13319,P0DTC3,0.00045
Q8IUZ0,P0DTC3,0.001246
Q8IUZ5,P0DTC3,0.006367
P98095,P0DTC3,0.000848
P37023,P0DTC3,0.003374
Q13310,P0DTC3,0.003322
Q8NDD1,P0DTC3,0.001263
Q9BSR8,P0DTC3,0.124012
Q13315,P0DTC3,0.005017
Q9NPD7,P0DTC3,0.018564
Q8N614,P0DTC3,0.021142
Q8N612,P0DTC3,0.001263
Q6DHV7,P0DTC3,0.003166
Q3SY77,P0DTC3,0.022577
P19397,P0DTC3,0.007474
P04899,P0DTC3,0.006453
P06493,P0DTC3,0.005519
Q96DY7,P0DTC3,0.003235
Q9H267,P0DTC3,0.009602
Q96FL9,P0DTC3,0.032664
Q9ULU8,P0DTC3,0.005052
P17252,P0DTC3,0.007837
Q9NWX6,P0DTC3,0.003685
O71037,P0DTC3,0.018114
Q6P461,P0DTC3,0.006367
Q8IZD2,P0DTC3,0.006868
Q9H9S3,P0DTC3,0.02929
Q9H9S4,P0DTC3,0.003166
Q9H9S5,P0DTC3,0.024723
Q8IZD6,P0DTC3,0.050933
Q96A11,P0DTC3,0.004083
Q8IZD9,P0DTC3,0.003166
P36888,P0DTC3,0.043944
P13945,P0DTC3,0.002872
Q9BZ71,P0DTC3,0.004706
Q9BZ72,P0DTC3,0.003114
Q8IU54,P0DTC3,0.002249
Q9NZ81,P0DTC3,0.007336
Q9HCK8,P0DTC3,0.004689
Q8IYT2,P0DTC3,0.000519
Q8IWD5,P0DTC3,0.021211
Q9HCK4,P0DTC3,0.025086
Q86UT8,P0DTC3,0.003287
Q9HCK0,P0DTC3,0.007785
P01594,P0DTC3,0.000225
A0A0B4J200,P0DTC3,0.002301
A6NN73,P0DTC3,0.008408
Q00994,P0DTC3,0.002716
Q8WXI3,P0DTC3,0.002266
Q8WXI2,P0DTC3,0.005311
Q2NL98,P0DTC3,0.004152
Q8WXI7,P0DTC3,0.040726
A3KFT3,P0DTC3,0.021142
P55000,P0DTC3,0.003149
P55001,P0DTC3,0.00026
Q9UN36,P0DTC3,0.004689
O95965,P0DTC3,0.000657
Q99583,P0DTC3,0.007785
Q96K37,P0DTC3,0.023512
Q9BUH6,P0DTC3,0.005277
P0DP57,P0DTC3,0.001522
Q5VSP4,P0DTC3,0.000208
A8MTI9,P0DTC3,0.000208
P0DP58,P0DTC3,0.001574
Q9BUH8,P0DTC3,0.000242
P19971,P0DTC3,0.003166
Q8IYT8,P0DTC3,0.006903
P22680,P0DTC3,0.027802
Q7L592,P0DTC3,0.006332
Q08828,P0DTC3,0.007837
P01611,P0DTC3,0.002405
Q9NR80,P0DTC3,0.005744
Q9NR81,P0DTC3,0.003166
Q9NR82,P0DTC3,0.003927
Q9NR83,P0DTC3,0.005104
Q16204,P0DTC3,0.003166
P62241,P0DTC3,0.004585
Q16206,P0DTC3,0.003443
P62244,P0DTC3,0.00583
P01599,P0DTC3,0.002405
P12018,P0DTC3,0.000571
A0A0B4J2E0,P0DTC3,0.002301
P62249,P0DTC3,0.005623
Q86UT5,P0DTC3,0.003426
Q3KNW5,P0DTC3,0.030553
Q9Y2M0,P0DTC3,0.005294
P20794,P0DTC3,0.003218
Q7Z553,P0DTC3,0.021297
Q8TBY9,P0DTC3,0.002958
Q6P1N9,P0DTC3,0.007785
Q8WWM9,P0DTC3,0.003737
Q6L8G8,P0DTC3,0.003841
P11908,P0DTC3,0.000519
Q9UP95,P0DTC3,0.007111
Q96GW7,P0DTC3,0.037681
Q9HB65,P0DTC3,0.005882
A8K5M9,P0DTC3,0.000761
Q9HB63,P0DTC3,3.5e-05
Q5JWF2,P0DTC3,0.00628
O14626,P0DTC3,0.001471
O14625,P0DTC3,0.000242
Q01860,P0DTC3,0.004965
Q9Y2A7,P0DTC3,0.122818
P0C7U3,P0DTC3,0.023667
Q8N8F7,P0DTC3,0.024308
O94805,P0DTC3,0.004533
Q6PGN9,P0DTC3,0.005121
Q9BVV6,P0DTC3,0.005311
Q9BVV7,P0DTC3,0.027975
Q9H2A7,P0DTC3,0.000952
P56202,P0DTC3,0.004325
Q9H2A2,P0DTC3,0.004775
P13051,P0DTC3,0.046695
P53990,P0DTC3,0.006713
P09110,P0DTC3,0.005104
Q9H2A9,P0DTC3,0.011263
O14879,P0DTC3,0.003823
Q9BVV8,P0DTC3,0.02173
Q03591,P0DTC3,0.000225
Q7Z4Y8,P0DTC3,0.027179
Q9BYG7,P0DTC3,0.000329
Q5T2W1,P0DTC3,0.009117
P47736,P0DTC3,0.005121
Q9BYG3,P0DTC3,0.007526
Q9BYG0,P0DTC3,0.032664
